Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
11 ani, Masculin, Rural, Sibiu, Anul 2023, Numar persoane, 987
11 ani, Masculin, Rural, Bacau, Anul 2021, Numar persoane, 2186
11 ani, Masculin, Rural, Bacau, Anul 2022, Numar persoane, 2261
11 ani, Masculin, Rural, Bacau, Anul 2023, Numar persoane, 2253
11 ani, Masculin, Rural, Botosani, Anul 2021, Numar persoane, 1495
11 ani, Masculin, Rural, Botosani, Anul 2022, Numar persoane, 1482
11 ani, Masculin, Rural, Botosani, Anul 2023, Numar persoane, 1476
11 ani, Masculin, Rural, Iasi, Anul 2021, Numar persoane, 3071
11 ani, Masculin, Rural, Iasi, Anul 2022, Numar persoane, 3055
11 ani, Masculin, Rural, Iasi, Anul 2023, Numar persoane, 3052
11 ani, Masculin, Rural, Neamt, Anul 2021, Numar persoane, 1762
11 ani, Masculin, Rural, Neamt, Anul 2022, Numar persoane, 1782
11 ani, Masculin, Rural, Neamt, Anul 2023, Numar persoane, 1736
11 ani, Masculin, Rural, Suceava, Anul 2021, Numar persoane, 2653
11 ani, Masculin, Rural, Suceava, Anul 2022, Numar persoane, 2813
11 ani, Masculin, Rural, Suceava, Anul 2023, Numar persoane, 2770
11 ani, Masculin, Rural, Vaslui, Anul 2021, Numar persoane, 1453
11 ani, Masculin, Rural, Vaslui, Anul 2022, Numar persoane, 1401
11 ani, Masculin, Rural, Vaslui, Anul 2023, Numar persoane, 1391
11 ani, Masculin, Rural, Braila, Anul 2021, Numar persoane, 624
11 ani, Masculin, Rural, Braila, Anul 2022, Numar persoane, 621
11 ani, Masculin, Rural, Braila, Anul 2023, Numar persoane, 609
11 ani, Masculin, Rural, Buzau, Anul 2021, Numar persoane, 1451
11 ani, Masculin, Rural, Buzau, Anul 2022, Numar persoane, 1367
11 ani, Masculin, Rural, Buzau, Anul 2023, Numar persoane, 1318
11 ani, Masculin, Rural, Constanta, Anul 2021, Numar persoane, 1506
11 ani, Masculin, Rural, Constanta, Anul 2022, Numar persoane, 1475
11 ani, Masculin, Rural, Constanta, Anul 2023, Numar persoane, 1436
11 ani, Masculin, Rural, Galati, Anul 2021, Numar persoane, 1458
11 ani, Masculin, Rural, Galati, Anul 2022, Numar persoane, 1367
11 ani, Masculin, Rural, Galati, Anul 2023, Numar persoane, 1328
11 ani, Masculin, Rural, Tulcea, Anul 2021, Numar persoane, 585
11 ani, Masculin, Rural, Tulcea, Anul 2022, Numar persoane, 587
11 ani, Masculin, Rural, Tulcea, Anul 2023, Numar persoane, 592
11 ani, Masculin, Rural, Vrancea, Anul 2021, Numar persoane, 1286
11 ani, Masculin, Rural, Vrancea, Anul 2022, Numar persoane, 1384
11 ani, Masculin, Rural, Vrancea, Anul 2023, Numar persoane, 1410
11 ani, Masculin, Rural, Arges, Anul 2021, Numar persoane, 1712
11 ani, Masculin, Rural, Arges, Anul 2022, Numar persoane, 1644
11 ani, Masculin, Rural, Arges, Anul 2023, Numar persoane, 1597
11 ani, Masculin, Rural, Calarasi, Anul 2021, Numar persoane, 1117
11 ani, Masculin, Rural, Calarasi, Anul 2022, Numar persoane, 1099
11 ani, Masculin, Rural, Calarasi, Anul 2023, Numar persoane, 1082
11 ani, Masculin, Rural, Dambovita, Anul 2021, Numar persoane, 2066
11 ani, Masculin, Rural, Dambovita, Anul 2022, Numar persoane, 2008
11 ani, Masculin, Rural, Dambovita, Anul 2023, Numar persoane, 1915
11 ani, Masculin, Rural, Giurgiu, Anul 2021, Numar persoane, 1087
11 ani, Masculin, Rural, Giurgiu, Anul 2022, Numar persoane, 1051
11 ani, Masculin, Rural, Giurgiu, Anul 2023, Numar persoane, 1034
11 ani, Masculin, Rural, Ialomita, Anul 2021, Numar persoane, 918
11 ani, Masculin, Rural, Ialomita, Anul 2022, Numar persoane, 853
11 ani, Masculin, Rural, Ialomita, Anul 2023, Numar persoane, 829
11 ani, Masculin, Rural, Prahova, Anul 2021, Numar persoane, 2040
11 ani, Masculin, Rural, Prahova, Anul 2022, Numar persoane, 1968
11 ani, Masculin, Rural, Prahova, Anul 2023, Numar persoane, 1942
11 ani, Masculin, Rural, Teleorman, Anul 2021, Numar persoane, 1118
11 ani, Masculin, Rural, Teleorman, Anul 2022, Numar persoane, 1036
11 ani, Masculin, Rural, Teleorman, Anul 2023, Numar persoane, 979
11 ani, Masculin, Rural, Ilfov, Anul 2021, Numar persoane, 1915
11 ani, Masculin, Rural, Ilfov, Anul 2022, Numar persoane, 1901
11 ani, Masculin, Rural, Ilfov, Anul 2023, Numar persoane, 1922
11 ani, Masculin, Rural, Dolj, Anul 2021, Numar persoane, 1624
11 ani, Masculin, Rural, Dolj, Anul 2022, Numar persoane, 1621
11 ani, Masculin, Rural, Dolj, Anul 2023, Numar persoane, 1609
11 ani, Masculin, Rural, Gorj, Anul 2021, Numar persoane, 836
11 ani, Masculin, Rural, Gorj, Anul 2022, Numar persoane, 793
11 ani, Masculin, Rural, Gorj, Anul 2023, Numar persoane, 791
11 ani, Masculin, Rural, Mehedinti, Anul 2021, Numar persoane, 732
11 ani, Masculin, Rural, Mehedinti, Anul 2022, Numar persoane, 685
11 ani, Masculin, Rural, Mehedinti, Anul 2023, Numar persoane, 680
11 ani, Masculin, Rural, Olt, Anul 2021, Numar persoane, 1095
11 ani, Masculin, Rural, Olt, Anul 2022, Numar persoane, 1000
11 ani, Masculin, Rural, Olt, Anul 2023, Numar persoane, 955
11 ani, Masculin, Rural, Valcea, Anul 2021, Numar persoane, 910
11 ani, Masculin, Rural, Valcea, Anul 2022, Numar persoane, 903
11 ani, Masculin, Rural, Valcea, Anul 2023, Numar persoane, 865
11 ani, Masculin, Rural, Arad, Anul 2021, Numar persoane, 1097
11 ani, Masculin, Rural, Arad, Anul 2022, Numar persoane, 1120
11 ani, Masculin, Rural, Arad, Anul 2023, Numar persoane, 1111
11 ani, Masculin, Rural, Caras-Severin, Anul 2021, Numar persoane, 600
11 ani, Masculin, Rural, Caras-Severin, Anul 2022, Numar persoane, 549
11 ani, Masculin, Rural, Caras-Severin, Anul 2023, Numar persoane, 537
11 ani, Masculin, Rural, Hunedoara, Anul 2021, Numar persoane, 426
11 ani, Masculin, Rural, Hunedoara, Anul 2022, Numar persoane, 403
11 ani, Masculin, Rural, Hunedoara, Anul 2023, Numar persoane, 411
11 ani, Masculin, Rural, Timis, Anul 2021, Numar persoane, 1824
11 ani, Masculin, Rural, Timis, Anul 2022, Numar persoane, 1845
11 ani, Masculin, Rural, Timis, Anul 2023, Numar persoane, 1868
11 ani, Feminin, Total, Bihor, Anul 2021, Numar persoane, 3137
11 ani, Feminin, Total, Bihor, Anul 2022, Numar persoane, 3070
11 ani, Feminin, Total, Bihor, Anul 2023, Numar persoane, 3028
11 ani, Feminin, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 1761
11 ani, Feminin, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 1786
11 ani, Feminin, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 1708
11 ani, Feminin, Total, Cluj, Anul 2021, Numar persoane, 3454
11 ani, Feminin, Total, Cluj, Anul 2022, Numar persoane, 3419
11 ani, Feminin, Total, Cluj, Anul 2023, Numar persoane, 3312
11 ani, Feminin, Total, Maramures, Anul 2021, Numar persoane, 2457
11 ani, Feminin, Total, Maramures, Anul 2022, Numar persoane, 2414
11 ani, Feminin, Total, Maramures, Anul 2023, Numar persoane, 2386
11 ani, Feminin, Total, Satu Mare, Anul 2021, Numar persoane, 1996
11 ani, Feminin, Total, Satu Mare, Anul 2022, Numar persoane, 1936
11 ani, Feminin, Total, Satu Mare, Anul 2023, Numar persoane, 1868
11 ani, Feminin, Total, Salaj, Anul 2021, Numar persoane, 1172
11 ani, Feminin, Total, Salaj, Anul 2022, Numar persoane, 1181
11 ani, Feminin, Total, Salaj, Anul 2023, Numar persoane, 1195
11 ani, Feminin, Total, Alba, Anul 2021, Numar persoane, 1655
11 ani, Feminin, Total, Alba, Anul 2022, Numar persoane, 1626
11 ani, Feminin, Total, Alba, Anul 2023, Numar persoane, 1627
11 ani, Feminin, Total, Brasov, Anul 2021, Numar persoane, 3156
11 ani, Feminin, Total, Brasov, Anul 2022, Numar persoane, 3156
11 ani, Feminin, Total, Brasov, Anul 2023, Numar persoane, 3053
11 ani, Feminin, Total, Covasna, Anul 2021, Numar persoane, 1141
11 ani, Feminin, Total, Covasna, Anul 2022, Numar persoane, 1120
11 ani, Feminin, Total, Covasna, Anul 2023, Numar persoane, 1111
11 ani, Feminin, Total, Harghita, Anul 2021, Numar persoane, 1677
11 ani, Feminin, Total, Harghita, Anul 2022, Numar persoane, 1643
11 ani, Feminin, Total, Harghita, Anul 2023, Numar persoane, 1619
11 ani, Feminin, Total, Mures, Anul 2021, Numar persoane, 2889
11 ani, Feminin, Total, Mures, Anul 2022, Numar persoane, 2840
11 ani, Feminin, Total, Mures, Anul 2023, Numar persoane, 2797
11 ani, Feminin, Total, Sibiu, Anul 2021, Numar persoane, 2272
11 ani, Feminin, Total, Sibiu, Anul 2022, Numar persoane, 2170
11 ani, Feminin, Total, Sibiu, Anul 2023, Numar persoane, 2139
11 ani, Feminin, Total, Bacau, Anul 2021, Numar persoane, 3574
11 ani, Feminin, Total, Bacau, Anul 2022, Numar persoane, 3664
11 ani, Feminin, Total, Bacau, Anul 2023, Numar persoane, 3584
11 ani, Feminin, Total, Botosani, Anul 2021, Numar persoane, 2294
11 ani, Feminin, Total, Botosani, Anul 2022, Numar persoane, 2191
11 ani, Feminin, Total, Botosani, Anul 2023, Numar persoane, 2167
11 ani, Feminin, Total, Iasi, Anul 2021, Numar persoane, 5040
11 ani, Feminin, Total, Iasi, Anul 2022, Numar persoane, 5129
11 ani, Feminin, Total, Iasi, Anul 2023, Numar persoane, 5010
11 ani, Feminin, Total, Neamt, Anul 2021, Numar persoane, 2528
11 ani, Feminin, Total, Neamt, Anul 2022, Numar persoane, 2563
11 ani, Feminin, Total, Neamt, Anul 2023, Numar persoane, 2537
11 ani, Feminin, Total, Suceava, Anul 2021, Numar persoane, 4013
11 ani, Feminin, Total, Suceava, Anul 2022, Numar persoane, 4113
11 ani, Feminin, Total, Suceava, Anul 2023, Numar persoane, 4138
11 ani, Feminin, Total, Vaslui, Anul 2021, Numar persoane, 2430
11 ani, Feminin, Total, Vaslui, Anul 2022, Numar persoane, 2354
11 ani, Feminin, Total, Vaslui, Anul 2023, Numar persoane, 2381
11 ani, Feminin, Total, Braila, Anul 2021, Numar persoane, 1399
11 ani, Feminin, Total, Braila, Anul 2022, Numar persoane, 1317
11 ani, Feminin, Total, Braila, Anul 2023, Numar persoane, 1237
11 ani, Feminin, Total, Buzau, Anul 2021, Numar persoane, 2111
11 ani, Feminin, Total, Buzau, Anul 2022, Numar persoane, 2061
11 ani, Feminin, Total, Buzau, Anul 2023, Numar persoane, 2016
11 ani, Feminin, Total, Constanta, Anul 2021, Numar persoane, 3916
11 ani, Feminin, Total, Constanta, Anul 2022, Numar persoane, 3798
11 ani, Feminin, Total, Constanta, Anul 2023, Numar persoane, 3646
11 ani, Feminin, Total, Galati, Anul 2021, Numar persoane, 2841
11 ani, Feminin, Total, Galati, Anul 2022, Numar persoane, 2701
11 ani, Feminin, Total, Galati, Anul 2023, Numar persoane, 2515
11 ani, Feminin, Total, Tulcea, Anul 2021, Numar persoane, 1050
11 ani, Feminin, Total, Tulcea, Anul 2022, Numar persoane, 1033
11 ani, Feminin, Total, Tulcea, Anul 2023, Numar persoane, 988
11 ani, Feminin, Total, Vrancea, Anul 2021, Numar persoane, 1911
11 ani, Feminin, Total, Vrancea, Anul 2022, Numar persoane, 1918
11 ani, Feminin, Total, Vrancea, Anul 2023, Numar persoane, 1850
11 ani, Feminin, Total, Arges, Anul 2021, Numar persoane, 2904
11 ani, Feminin, Total, Arges, Anul 2022, Numar persoane, 2880
11 ani, Feminin, Total, Arges, Anul 2023, Numar persoane, 2731
11 ani, Feminin, Total, Calarasi, Anul 2021, Numar persoane, 1627
11 ani, Feminin, Total, Calarasi, Anul 2022, Numar persoane, 1527
11 ani, Feminin, Total, Calarasi, Anul 2023, Numar persoane, 1510
11 ani, Feminin, Total, Dambovita, Anul 2021, Numar persoane, 2674
11 ani, Feminin, Total, Dambovita, Anul 2022, Numar persoane, 2543
11 ani, Feminin, Total, Dambovita, Anul 2023, Numar persoane, 2434
11 ani, Feminin, Total, Giurgiu, Anul 2021, Numar persoane, 1406
11 ani, Feminin, Total, Giurgiu, Anul 2022, Numar persoane, 1372
11 ani, Feminin, Total, Giurgiu, Anul 2023, Numar persoane, 1351
11 ani, Feminin, Total, Ialomita, Anul 2021, Numar persoane, 1595
11 ani, Feminin, Total, Ialomita, Anul 2022, Numar persoane, 1581
11 ani, Feminin, Total, Ialomita, Anul 2023, Numar persoane, 1518
11 ani, Feminin, Total, Prahova, Anul 2021, Numar persoane, 3663
11 ani, Feminin, Total, Prahova, Anul 2022, Numar persoane, 3399
11 ani, Feminin, Total, Prahova, Anul 2023, Numar persoane, 3187
11 ani, Feminin, Total, Teleorman, Anul 2021, Numar persoane, 1572
11 ani, Feminin, Total, Teleorman, Anul 2022, Numar persoane, 1482
11 ani, Feminin, Total, Teleorman, Anul 2023, Numar persoane, 1406
11 ani, Feminin, Total, Ilfov, Anul 2021, Numar persoane, 3276
11 ani, Feminin, Total, Ilfov, Anul 2022, Numar persoane, 3298
11 ani, Feminin, Total, Ilfov, Anul 2023, Numar persoane, 3292
11 ani, Feminin, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 9247
11 ani, Feminin, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 8890
11 ani, Feminin, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 8396
11 ani, Feminin, Total, Dolj, Anul 2021, Numar persoane, 3064
11 ani, Feminin, Total, Dolj, Anul 2022, Numar persoane, 3088
11 ani, Feminin, Total, Dolj, Anul 2023, Numar persoane, 3097
11 ani, Feminin, Total, Gorj, Anul 2021, Numar persoane, 1515
11 ani, Feminin, Total, Gorj, Anul 2022, Numar persoane, 1468
11 ani, Feminin, Total, Gorj, Anul 2023, Numar persoane, 1406
11 ani, Feminin, Total, Mehedinti, Anul 2021, Numar persoane, 1201
11 ani, Feminin, Total, Mehedinti, Anul 2022, Numar persoane, 1171
11 ani, Feminin, Total, Mehedinti, Anul 2023, Numar persoane, 1174
11 ani, Feminin, Total, Olt, Anul 2021, Numar persoane, 1820
11 ani, Feminin, Total, Olt, Anul 2022, Numar persoane, 1768
11 ani, Feminin, Total, Olt, Anul 2023, Numar persoane, 1682
11 ani, Feminin, Total, Valcea, Anul 2021, Numar persoane, 1682
11 ani, Feminin, Total, Valcea, Anul 2022, Numar persoane, 1630
11 ani, Feminin, Total, Valcea, Anul 2023, Numar persoane, 1551
11 ani, Feminin, Total, Arad, Anul 2021, Numar persoane, 2131
11 ani, Feminin, Total, Arad, Anul 2022, Numar persoane, 2127
11 ani, Feminin, Total, Arad, Anul 2023, Numar persoane, 2122
11 ani, Feminin, Total, Caras-Severin, Anul 2021, Numar persoane, 1290
11 ani, Feminin, Total, Caras-Severin, Anul 2022, Numar persoane, 1187
11 ani, Feminin, Total, Caras-Severin, Anul 2023, Numar persoane, 1122
11 ani, Feminin, Total, Hunedoara, Anul 2021, Numar persoane, 1754
11 ani, Feminin, Total, Hunedoara, Anul 2022, Numar persoane, 1650
11 ani, Feminin, Total, Hunedoara, Anul 2023, Numar persoane, 1585
11 ani, Feminin, Total, Timis, Anul 2021, Numar persoane, 3480
11 ani, Feminin, Total, Timis, Anul 2022, Numar persoane, 3385
11 ani, Feminin, Total, Timis, Anul 2023, Numar persoane, 3338
11 ani, Feminin, Urban, Bihor, Anul 2021, Numar persoane, 1322
11 ani, Feminin, Urban, Bihor, Anul 2022, Numar persoane, 1295
11 ani, Feminin, Urban, Bihor, Anul 2023, Numar persoane, 1279
11 ani, Feminin, Urban, Bistrita-Nasaud, Anul 2021, Numar persoane, 678
11 ani, Feminin, Urban, Bistrita-Nasaud, Anul 2022, Numar persoane, 676
11 ani, Feminin, Urban, Bistrita-Nasaud, Anul 2023, Numar persoane, 643
11 ani, Feminin, Urban, Cluj, Anul 2021, Numar persoane, 2020
11 ani, Feminin, Urban, Cluj, Anul 2022, Numar persoane, 2000
11 ani, Feminin, Urban, Cluj, Anul 2023, Numar persoane, 1853
11 ani, Feminin, Urban, Maramures, Anul 2021, Numar persoane, 1378
11 ani, Feminin, Urban, Maramures, Anul 2022, Numar persoane, 1369
11 ani, Feminin, Urban, Maramures, Anul 2023, Numar persoane, 1345
11 ani, Feminin, Urban, Satu Mare, Anul 2021, Numar persoane, 793
11 ani, Feminin, Urban, Satu Mare, Anul 2022, Numar persoane, 757
11 ani, Feminin, Urban, Satu Mare, Anul 2023, Numar persoane, 723
11 ani, Feminin, Urban, Salaj, Anul 2021, Numar persoane, 472
11 ani, Feminin, Urban, Salaj, Anul 2022, Numar persoane, 481
11 ani, Feminin, Urban, Salaj, Anul 2023, Numar persoane, 483
11 ani, Feminin, Urban, Alba, Anul 2021, Numar persoane, 1008
11 ani, Feminin, Urban, Alba, Anul 2022, Numar persoane, 962
11 ani, Feminin, Urban, Alba, Anul 2023, Numar persoane, 969
11 ani, Feminin, Urban, Brasov, Anul 2021, Numar persoane, 1999
11 ani, Feminin, Urban, Brasov, Anul 2022, Numar persoane, 1960
11 ani, Feminin, Urban, Brasov, Anul 2023, Numar persoane, 1863
11 ani, Feminin, Urban, Covasna, Anul 2021, Numar persoane, 471
11 ani, Feminin, Urban, Covasna, Anul 2022, Numar persoane, 424
11 ani, Feminin, Urban, Covasna, Anul 2023, Numar persoane, 416
11 ani, Feminin, Urban, Harghita, Anul 2021, Numar persoane, 658
11 ani, Feminin, Urban, Harghita, Anul 2022, Numar persoane, 628
11 ani, Feminin, Urban, Harghita, Anul 2023, Numar persoane, 600
11 ani, Feminin, Urban, Mures, Anul 2021, Numar persoane, 1195
11 ani, Feminin, Urban, Mures, Anul 2022, Numar persoane, 1198
11 ani, Feminin, Urban, Mures, Anul 2023, Numar persoane, 1168
11 ani, Feminin, Urban, Sibiu, Anul 2021, Numar persoane, 1307
11 ani, Feminin, Urban, Sibiu, Anul 2022, Numar persoane, 1241
11 ani, Feminin, Urban, Sibiu, Anul 2023, Numar persoane, 1210
11 ani, Feminin, Urban, Bacau, Anul 2021, Numar persoane, 1480
11 ani, Feminin, Urban, Bacau, Anul 2022, Numar persoane, 1499
11 ani, Feminin, Urban, Bacau, Anul 2023, Numar persoane, 1421
11 ani, Feminin, Urban, Botosani, Anul 2021, Numar persoane, 851
11 ani, Feminin, Urban, Botosani, Anul 2022, Numar persoane, 793
11 ani, Feminin, Urban, Botosani, Anul 2023, Numar persoane, 759
11 ani, Feminin, Urban, Iasi, Anul 2021, Numar persoane, 2097
11 ani, Feminin, Urban, Iasi, Anul 2022, Numar persoane, 2197
11 ani, Feminin, Urban, Iasi, Anul 2023, Numar persoane, 2084
11 ani, Feminin, Urban, Neamt, Anul 2021, Numar persoane, 892
11 ani, Feminin, Urban, Neamt, Anul 2022, Numar persoane, 877
11 ani, Feminin, Urban, Neamt, Anul 2023, Numar persoane, 876
11 ani, Feminin, Urban, Suceava, Anul 2021, Numar persoane, 1532
11 ani, Feminin, Urban, Suceava, Anul 2022, Numar persoane, 1520
11 ani, Feminin, Urban, Suceava, Anul 2023, Numar persoane, 1529
11 ani, Feminin, Urban, Vaslui, Anul 2021, Numar persoane, 1008
11 ani, Feminin, Urban, Vaslui, Anul 2022, Numar persoane, 997
11 ani, Feminin, Urban, Vaslui, Anul 2023, Numar persoane, 1064
11 ani, Feminin, Urban, Braila, Anul 2021, Numar persoane, 788
11 ani, Feminin, Urban, Braila, Anul 2022, Numar persoane, 771
11 ani, Feminin, Urban, Braila, Anul 2023, Numar persoane, 700
11 ani, Feminin, Urban, Buzau, Anul 2021, Numar persoane, 768
11 ani, Feminin, Urban, Buzau, Anul 2022, Numar persoane, 798
11 ani, Feminin, Urban, Buzau, Anul 2023, Numar persoane, 757
11 ani, Feminin, Urban, Constanta, Anul 2021, Numar persoane, 2440
11 ani, Feminin, Urban, Constanta, Anul 2022, Numar persoane, 2354
11 ani, Feminin, Urban, Constanta, Anul 2023, Numar persoane, 2210
11 ani, Feminin, Urban, Galati, Anul 2021, Numar persoane, 1459
11 ani, Feminin, Urban, Galati, Anul 2022, Numar persoane, 1350
11 ani, Feminin, Urban, Galati, Anul 2023, Numar persoane, 1235
11 ani, Feminin, Urban, Tulcea, Anul 2021, Numar persoane, 493
11 ani, Feminin, Urban, Tulcea, Anul 2022, Numar persoane, 473
11 ani, Feminin, Urban, Tulcea, Anul 2023, Numar persoane, 426
11 ani, Feminin, Urban, Vrancea, Anul 2021, Numar persoane, 660
11 ani, Feminin, Urban, Vrancea, Anul 2022, Numar persoane, 654
11 ani, Feminin, Urban, Vrancea, Anul 2023, Numar persoane, 592
11 ani, Feminin, Urban, Arges, Anul 2021, Numar persoane, 1354
11 ani, Feminin, Urban, Arges, Anul 2022, Numar persoane, 1312
11 ani, Feminin, Urban, Arges, Anul 2023, Numar persoane, 1220
11 ani, Feminin, Urban, Calarasi, Anul 2021, Numar persoane, 585
11 ani, Feminin, Urban, Calarasi, Anul 2022, Numar persoane, 539
11 ani, Feminin, Urban, Calarasi, Anul 2023, Numar persoane, 528
11 ani, Feminin, Urban, Dambovita, Anul 2021, Numar persoane, 692
11 ani, Feminin, Urban, Dambovita, Anul 2022, Numar persoane, 667
11 ani, Feminin, Urban, Dambovita, Anul 2023, Numar persoane, 642
11 ani, Feminin, Urban, Giurgiu, Anul 2021, Numar persoane, 400
11 ani, Feminin, Urban, Giurgiu, Anul 2022, Numar persoane, 396
11 ani, Feminin, Urban, Giurgiu, Anul 2023, Numar persoane, 399
11 ani, Feminin, Urban, Ialomita, Anul 2021, Numar persoane, 718
11 ani, Feminin, Urban, Ialomita, Anul 2022, Numar persoane, 724
11 ani, Feminin, Urban, Ialomita, Anul 2023, Numar persoane, 692
11 ani, Feminin, Urban, Prahova, Anul 2021, Numar persoane, 1673
11 ani, Feminin, Urban, Prahova, Anul 2022, Numar persoane, 1542
11 ani, Feminin, Urban, Prahova, Anul 2023, Numar persoane, 1429
11 ani, Feminin, Urban, Teleorman, Anul 2021, Numar persoane, 538
11 ani, Feminin, Urban, Teleorman, Anul 2022, Numar persoane, 518
11 ani, Feminin, Urban, Teleorman, Anul 2023, Numar persoane, 503
11 ani, Feminin, Urban, Ilfov, Anul 2021, Numar persoane, 1481
11 ani, Feminin, Urban, Ilfov, Anul 2022, Numar persoane, 1530
11 ani, Feminin, Urban, Ilfov, Anul 2023, Numar persoane, 1504
11 ani, Feminin, Urban, Municipiul Bucuresti, Anul 2021, Numar persoane, 9247
11 ani, Feminin, Urban, Municipiul Bucuresti, Anul 2022, Numar persoane, 8890
11 ani, Feminin, Urban, Municipiul Bucuresti, Anul 2023, Numar persoane, 8396
11 ani, Feminin, Urban, Dolj, Anul 2021, Numar persoane, 1573
11 ani, Feminin, Urban, Dolj, Anul 2022, Numar persoane, 1582
11 ani, Feminin, Urban, Dolj, Anul 2023, Numar persoane, 1541
11 ani, Feminin, Urban, Gorj, Anul 2021, Numar persoane, 719
11 ani, Feminin, Urban, Gorj, Anul 2022, Numar persoane, 701
11 ani, Feminin, Urban, Gorj, Anul 2023, Numar persoane, 655
11 ani, Feminin, Urban, Mehedinti, Anul 2021, Numar persoane, 525
11 ani, Feminin, Urban, Mehedinti, Anul 2022, Numar persoane, 523
11 ani, Feminin, Urban, Mehedinti, Anul 2023, Numar persoane, 510
11 ani, Feminin, Urban, Olt, Anul 2021, Numar persoane, 808
11 ani, Feminin, Urban, Olt, Anul 2022, Numar persoane, 821
11 ani, Feminin, Urban, Olt, Anul 2023, Numar persoane, 776
11 ani, Feminin, Urban, Valcea, Anul 2021, Numar persoane, 833
11 ani, Feminin, Urban, Valcea, Anul 2022, Numar persoane, 828
11 ani, Feminin, Urban, Valcea, Anul 2023, Numar persoane, 797
11 ani, Feminin, Urban, Arad, Anul 2021, Numar persoane, 1140
11 ani, Feminin, Urban, Arad, Anul 2022, Numar persoane, 1096
11 ani, Feminin, Urban, Arad, Anul 2023, Numar persoane, 1075
11 ani, Feminin, Urban, Caras-Severin, Anul 2021, Numar persoane, 699
11 ani, Feminin, Urban, Caras-Severin, Anul 2022, Numar persoane, 658
11 ani, Feminin, Urban, Caras-Severin, Anul 2023, Numar persoane, 609
11 ani, Feminin, Urban, Hunedoara, Anul 2021, Numar persoane, 1351
11 ani, Feminin, Urban, Hunedoara, Anul 2022, Numar persoane, 1262
11 ani, Feminin, Urban, Hunedoara, Anul 2023, Numar persoane, 1188
11 ani, Feminin, Urban, Timis, Anul 2021, Numar persoane, 1779
11 ani, Feminin, Urban, Timis, Anul 2022, Numar persoane, 1630
11 ani, Feminin, Urban, Timis, Anul 2023, Numar persoane, 1546
11 ani, Feminin, Rural, Bihor, Anul 2021, Numar persoane, 1815
11 ani, Feminin, Rural, Bihor, Anul 2022, Numar persoane, 1775
11 ani, Feminin, Rural, Bihor, Anul 2023, Numar persoane, 1749
11 ani, Feminin, Rural, Bistrita-Nasaud, Anul 2021, Numar persoane, 1083
11 ani, Feminin, Rural, Bistrita-Nasaud, Anul 2022, Numar persoane, 1110
11 ani, Feminin, Rural, Bistrita-Nasaud, Anul 2023, Numar persoane, 1065
11 ani, Feminin, Rural, Cluj, Anul 2021, Numar persoane, 1434
11 ani, Feminin, Rural, Cluj, Anul 2022, Numar persoane, 1419
11 ani, Feminin, Rural, Cluj, Anul 2023, Numar persoane, 1459
11 ani, Feminin, Rural, Maramures, Anul 2021, Numar persoane, 1079
11 ani, Feminin, Rural, Maramures, Anul 2022, Numar persoane, 1045
11 ani, Feminin, Rural, Maramures, Anul 2023, Numar persoane, 1041
11 ani, Feminin, Rural, Satu Mare, Anul 2021, Numar persoane, 1203
11 ani, Feminin, Rural, Satu Mare, Anul 2022, Numar persoane, 1179
11 ani, Feminin, Rural, Satu Mare, Anul 2023, Numar persoane, 1145
11 ani, Feminin, Rural, Salaj, Anul 2021, Numar persoane, 700
11 ani, Feminin, Rural, Salaj, Anul 2022, Numar persoane, 700
11 ani, Feminin, Rural, Salaj, Anul 2023, Numar persoane, 712
11 ani, Feminin, Rural, Alba, Anul 2021, Numar persoane, 647
11 ani, Feminin, Rural, Alba, Anul 2022, Numar persoane, 664
11 ani, Feminin, Rural, Alba, Anul 2023, Numar persoane, 658
11 ani, Feminin, Rural, Brasov, Anul 2021, Numar persoane, 1157
11 ani, Feminin, Rural, Brasov, Anul 2022, Numar persoane, 1196
11 ani, Feminin, Rural, Brasov, Anul 2023, Numar persoane, 1190
11 ani, Feminin, Rural, Covasna, Anul 2021, Numar persoane, 670
11 ani, Feminin, Rural, Covasna, Anul 2022, Numar persoane, 696
11 ani, Feminin, Rural, Covasna, Anul 2023, Numar persoane, 695
11 ani, Feminin, Rural, Harghita, Anul 2021, Numar persoane, 1019
11 ani, Feminin, Rural, Harghita, Anul 2022, Numar persoane, 1015
11 ani, Feminin, Rural, Harghita, Anul 2023, Numar persoane, 1019
11 ani, Feminin, Rural, Mures, Anul 2021, Numar persoane, 1694
11 ani, Feminin, Rural, Mures, Anul 2022, Numar persoane, 1642
11 ani, Feminin, Rural, Mures, Anul 2023, Numar persoane, 1629
11 ani, Feminin, Rural, Sibiu, Anul 2021, Numar persoane, 965
11 ani, Feminin, Rural, Sibiu, Anul 2022, Numar persoane, 929
11 ani, Feminin, Rural, Sibiu, Anul 2023, Numar persoane, 929
